hst_idx,total,cos,shad,hst_abs,block,atm,spil,rec_refl,rec_abs
266,100004,16672.366868,0,4166.5816566,-2065.9785246,0,2381.93,7884.90000000001,70964.2
267,100004,16333.953332,0,4183.5023334,-739.895665399978,0,2615.54,7761.09999999999,69849.8
268,100004,16324.552956,0,4183.9723522,403.354691800007,0,2717.22,7637.5,68737.4
269,100003,15394.961835,0,4230.40190825,9853.87625675,0,1662.66,6886.10000000001,61975
270,100003,15391.261724,0,4230.5869138,9298.92136219999,0,1691.83,6939.09999999999,62451.3
271,100001,17903.079029,0,4104.89604855,3125.02492245,0,10073.2,6479.4,58315.4
272,100001,17891.578914,0,4105.4710543,-1146.8499683,0,11047.4,6810.39999999999,61293
273,100002,17784.055674,0,4110.8972163,126.717109699996,0,5627.83,7235.2,65117.3
274,100002,17772.155436,0,4111.4922282,716.182335799997,0,6021.47,7138.1,64242.6
275,100016,10314.049984,0,4485.0975008,1783.0925152,0,2423.36,8101.09999999999,72909.3
276,100016,10311.14952,0,4485.242524,2344.647956,0,2334.26,8054,72486.7
277,100003,17018.710546,0,4149.2144727,-1633.9550187,0,3287.93,7718.10000000001,69463
278,100003,17022.210651,0,4149.03946745,1088.79988155,0,3074.95,7466.8,67201.2
279,100001,17852.978528,0,4107.4010736,-53.1496016000165,0,8227.97,6986.60000000001,62879.2
280,100001,17851.778516,0,4107.4610742,2026.4004098,0,8429.96,6758.59999999999,60826.8
281,100007,14482.413698,0,4276.2293151,380.426986899998,0,1285.03,7958.29999999999,71624.6
282,100007,14485.313901,0,4276.08430495,893.909794049978,0,897.092,7945.40000000001,71509.2
283,100002,17799.455982,0,4110.1272009,2778.59681709998,0,6337.72,6897.60000000001,62078.5
284,100002,17805.85611,0,4109.8071945,-898.603304499993,0,7099.24,7188.6,64697.1
285,100001,18025.780256,0,4098.7609872,706.258756800002,0,10299.4,6687.10000000001,60183.7
286,100001,18020.1802,0,4099.04099,695.678809999998,0,10733.7,6645.2,59807.2
287,100002,17822.156436,0,4108.9921782,248.301385800005,0,5013.85,7280.89999999999,65527.8
288,100002,17817.056334,0,4109.2471833,-787.213517299999,0,5358.11,7350.40000000001,66154.4
289,100008,14137.330896,0,4293.5334552,-2216.15435120001,0,2676.99,8111.7,73004.6
290,100008,14143.331376,0,4293.2334312,-229.464807200013,0,2475.8,7932.5,71392.6
291,100002,17489.049774,0,4125.6475113,2712.0527147,0,5315.15,7036.00000000001,63324.1
292,100002,17483.049654,0,4125.9475173,-1184.00717130001,0,5277.51,7429.89999999999,66869.6
293,100002,17475.549504,0,4126.3225248,-783.802028799997,0,4515.23,7466.8,67201.9
294,100002,17481.749628,0,4126.0125186,-1434.30214660002,0,4715.24,7511.3,67602
295,100002,17180.443602,0,4141.0778199,-1598.01142190001,0,3659.69,7661.8,68957
296,100002,17179.243578,0,4141.1378211,184.378600900003,0,3767.24,7473,67257
297,100002,17545.550904,0,4122.8224548,-1658.3833588,0,6182.01,7381,66429
298,100002,17550.351,0,4122.58245,-85.0034499999893,0,6978.67,7143.49999999999,64291.9
299,100001,17446.374462,0,4127.7312769,1561.8042611,0,7630.79,6923.4,62310.9
300,100001,17447.574474,0,4127.6712763,-333.525750300003,0,8034.38,7072.49999999999,63652.4
301,100001,17707.477073,0,4114.67614635,1321.74678065001,0,10723.9,6613.3,59519.9
302,100001,17696.676965,0,4115.21615175,89.1068832499877,0,10673.7,6742.60000000001,60683.7
303,100006,14828.589662,0,4258.8705169,-210.796178899996,0,830.936,8029.79999999999,72268.6
304,100006,14841.89046,0,4258.205477,-1050.67593699999,0,1059.18,8089.7,72807.7
305,100001,17634.276341,0,4118.33618295001,-217.612523949996,0,10701.8,6776.39999999999,60987.8
306,100001,17635.17635,0,4118.2911825,253.332467500004,0,10185.5,6780.89999999999,61027.8
307,100004,16171.046816,0,4191.6476592,-1122.3344752,0,1522.04,7924.20000000001,71317.4
308,100004,16167.046656,0,4191.8476672,2529.36567679998,0,1556.64,7555.90000000001,68003.2
309,100002,17329.546584,0,4133.6226708,1148.12074520001,0,6094.31,7129.59999999999,64166.8
310,100002,17331.446622,0,4133.5276689,-271.444290900006,0,6239.87,7256.90000000001,65311.7
311,100001,17587.675875,0,4120.66620625,-2324.54208125001,0,10481.4,7013.60000000001,63122.2
312,100001,17591.575914,0,4120.4712043,1381.8528817,0,10493.9,6641.3,59771.9
313,100003,16539.696176,0,4173.1651912,-1107.6013672,0,2168.54,7822.89999999999,70406.3
314,100003,16527.695816,0,4173.7652092,-1076.1810252,0,1825.52,7855.2,70697
315,100002,17211.644226,0,4139.5177887,1770.59798529999,0,4947.24,7193.3,64739.7
316,100002,17207.34414,0,4139.732793,-1813.98693300001,0,4714.41,7575.39999999999,68179.1
317,100001,17560.675605,0,4122.01621975,773.608175249989,0,10352.6,6719.2,60472.9
318,100001,17561.575614,0,4121.9712193,-2021.34683329999,0,10571.9,6976.7,62790.2
319,100001,17541.575414,0,4122.9712293,842.453356700004,0,10121.1,6737.2,60635.7
320,100003,16804.104108,0,4159.9447946,1067.11109739999,0,2757.24,7521.40000000001,67693.2
321,100003,16794.703826,0,4160.4148087,-65.3186347000301,0,2672.6,7644,68796.6
322,100002,17153.743068,0,4142.4128466,-1477.93591460001,0,5964.48,7422,66797.3
323,100002,17158.943172,0,4142.1528414,-1453.3060134,0,5914.31,7424,66815.9
324,100001,17180.1718,0,4141.04141,-1447.23321000001,0,8210.42,7191.7,64724.9
325,100001,17183.471833,0,4140.87640835,460.121758649999,0,7613.83,7060.2,63542.5
326,100002,16985.039694,0,4150.8480153,-2125.80770929999,0,4911.72,7608,68472.2
327,100002,16982.639646,0,4150.9680177,-1115.7876637,0,4663.58,7532.10000000001,67788.5
328,100002,17006.940132,0,4149.7529934,-1682.50312540002,0,5579.21,7494.8,67453.8
329,100002,16999.039974,0,4150.1480013,268.282024699991,0,6241.13,7234.3,65109.1
330,100004,15343.61372,0,4233.019314,596.108966,0,881.558,7895,71054.7
331,100004,15346.213824,0,4232.8893088,-354.482132800011,0,949.779,7983,71846.6
332,100002,16885.037694,0,4155.8481153,-491.895809300011,0,5505.41,7394.70000000001,66552.9
333,100002,16884.637686,0,4155.8681157,1276.97419829998,0,5344.72,7234,65105.8
334,100004,15823.232904,0,4209.0383548,437.218741199991,0,1012.31,7852.2,70670
335,100004,15817.63268,0,4209.318366,-822.931046000027,0,1515.88,7928.40000000001,71355.7
336,100004,15720.728804,0,4214.1635598,278.247636200002,0,1066.36,7872.39999999999,70852.1
337,100004,15723.928932,0,4214.0035534,915.367514600002,0,1081.4,7806.90000000001,70262.4
338,100002,16431.82863,0,4178.5085685,-324.957198500022,0,3002.32,7671.40000000001,69042.9
339,100002,16432.428642,0,4178.4785679,502.51279009998,0,2965.78,7592.3,68330.5
340,100002,16777.735548,0,4161.2132226,1719.88122939999,0,4391.07,7295.20000000001,65656.9
341,100002,16781.635626,0,4161.0182187,1006.85615529999,0,4261.89,7379,66411.6
342,100003,16102.283054,0,4195.0358473,-1250.4689013,0,1592.15,7936.39999999999,71427.6
343,100033,4438.864342,0,4779.7067829,2665.85887510001,0,3722.37,8442.59999999999,75983.6
344,100003,16102.583063,0,4195.02084685,2893.43609014999,0,1834.86,7497.70000000001,67479.4
345,100033,4430.761669,0,4780.11191655,3050.99641445,0,3955.33,8381.60000000001,75434.2
346,100002,16813.036254,0,4159.4481873,413.625558699991,0,5659.49,7295.59999999999,65660.8
347,100002,16811.136216,0,4159.5431892,-1913.04940520001,0,6043.07,7490.10000000001,67411.2
348,100002,16775.3355,0,4161.333225,-463.158724999987,0,5524.09,7400.39999999999,66604
349,100002,16779.235578,0,4161.1382211,-96.433799099992,0,5094.26,7406.40000000001,66657.4
350,100007,13688.158104,0,4315.9420948,1437.4048012,0,263.095,8030.2,72272.2
351,100007,13693.358468,0,4315.6820766,1225.07445539998,0,434.585,8033.8,72304.5
352,100002,16618.83237,0,4169.1583815,138.069248499989,0,4559.24,7451.59999999999,67065.1
353,100002,16617.732348,0,4169.2133826,1037.18426939999,0,3889.37,7428.8,66859.7
354,100010,12876.68754,0,4356.665623,2062.41683699998,0,374.13,8034,72306.1
355,100010,12875.68744,0,4356.715628,3934.608932,0,360.588,7848.2,70634.2
356,100002,16895.537904,0,4155.3231048,-206.851008800004,0,3552.19,7560.60000000001,68045.2
357,100002,16892.237838,0,4155.4881081,814.224053900005,0,3559.15,7458.09999999999,67122.8
358,100002,16490.82981,0,4175.5585095,371.831680500007,0,3795.98,7516.8,67651
359,100002,16488.229758,0,4175.6885121,1571.07172989998,0,4651.21,7311.60000000001,65804.2
360,100006,14071.34423,0,4296.7327885,-1757.3760185,0,209.099,8318.59999999999,74867.6
361,100006,14072.34429,0,4296.6827855,1714.7659245,0,342.207,7958,71622
362,100002,16400.628006,0,4180.0685997,1247.14339429999,0,3814.46,7435.89999999999,66923.8
363,100002,16396.027914,0,4180.2986043,413.243481699988,0,3819.33,7519.3,67673.8
364,100004,15328.1131,0,4233.794345,-1734.397445,0,823.29,8135.3,73217.9
365,100003,15738.672146,0,4213.2163927,-1084.8885387,0,1214.4,7992.10000000001,71929.5
366,100003,15738.47214,0,4213.226393,-424.638533000005,0,1747.24,7872.89999999999,70855.8
367,100004,15323.312908,0,4234.0343546,-1396.7102626,0,964.063,8087.90000000001,72791.4
368,100002,16349.526984,0,4182.6236508,-635.670634800001,0,4518.22,7558.7,68028.6
369,100002,16338.226758,21.8099,4182.0981671,-1355.47482510001,0,4262.74,7655.3,68897.3
370,100002,16324.426482,0,4183.8786759,-86.7151579000056,0,4138.91,7544.2,67897.3
371,100002,15923.918472,0,4203.9040764,-1936.00254840002,0,3736.88,7807.3,70266
372,100002,15925.618506,0,4203.8190747,-1112.81758069999,0,3015.68,7797,70172.7
373,100002,16643.132856,0,4167.9433572,-854.376213200012,0,3236.3,7680.89999999999,69128.1
374,100002,16648.932972,0,4167.6533514,1929.0836766,0,2768.43,7448.79999999999,67039.1
375,100014,10800.411846,0,4460.6794077,-883.658253700007,0,525.367,8511.09999999999,76600.1
376,100014,10799.711748,0,4460.7144126,2798.6588394,0,603.215,8135.2,73216.5
377,100004,14269.870772,0,4286.7064614,1397.63576660001,0,589.087,7946,71514.7
378,100004,14271.670844,0,4286.6164578,-1849.84030180001,0,541.653,8275.39999999999,74478.5
379,100003,15419.362567,0,4229.18187165,1266.98556135,0,1490.57,7759.7,69837.2
380,100003,15431.062918,0,4228.5968541,1244.45022789999,0,1486.19,7761.3,69851.4
381,100005,14473.023615,0,4276.59881925,315.000565750001,0,496.877,8044.3,72399.2
382,100005,14456.7228,0,4277.41386,851.08133999999,0,495.782,7992.39999999999,71931.6
383,100004,14993.899732,0,4250.5050134,-84.3867453999846,0,852.082,7999.2,71992.7
384,100004,14983.59932,0,4251.020034,1842.77964599998,0,739.501,7818.70000000001,70368.4
385,100003,15827.074798,0,4208.7962601,892.418941900003,0,1951.51,7712.3,69410.9
386,100003,15823.274684,0,4208.9862658,273.759050199995,0,2152.48,7754.39999999999,69790.1
387,100005,13495.07472,0,4325.496264,4497.14401600001,0,333.485,7735.3,69618.5
388,100005,13486.574295,0,4325.92128525,5735.41641975001,0,253.188,7620.39999999999,68583.5
389,100002,16252.225038,0,4187.4887481,-350.743786100007,0,3076.73,7683.7,69152.6
390,100002,16254.125076,0,4187.3937462,-997.838822199992,0,3371.12,7718.7,69468.5
391,100007,13007.510462,0,4349.9744769,1863.45306109998,0,217.562,8056.8,72511.7
392,100007,12998.809853,0,4350.40950735,1617.53563965,0,185.845,8085.5,72768.9
393,100008,13323.5658,0,4334.22171,-344.180510000006,0,440.493,8225.39999999999,74028.5
394,100008,13326.466032,0,4334.0766984,29.5522695999971,0,347.705,8197,73773.2
395,100003,15187.555613,0,4240.77221935,2968.84216764999,0,1394.63,7621.09999999999,68590.1
396,100003,15186.155571,22.18,4239.73322145,1499.43120755001,0,1409.9,7764.60000000001,69881
397,100006,13450.706994,0,4327.7646503,-1211.36964430001,0,256.198,8318.2,74864.5
398,100006,13447.30679,0,4327.9346605,1662.5925495,0,152.366,8041.60000000001,72374.2
399,100004,14727.189064,0,4263.8405468,-1460.5596108,0,791.43,8168.20000000001,73513.9
400,100004,14718.0887,0,4264.295565,428.420734999992,0,977.095,7961.60000000001,71654.5
401,100004,14926.59704,0,4253.870148,-668.644187999991,0,509.177,8098.3,72884.7
402,100004,14941.197624,0,4253.1401188,-628.617742800008,0,447.98,8099,72891.3
403,100002,15997.119936,0,4200.2440032,233.176060799989,0,3002.36,7656.90000000001,68912.2
404,100002,15994.919892,0,4200.3540054,1427.4561026,0,2806.37,7557.29999999999,68015.6
405,100003,15449.963485,0,4227.65182575,2370.55468925,0,2100.33,7585.5,68269
406,100003,15442.563263,0,4228.02183685,-1056.85509985001,0,1985.67,7940.40000000001,71463.2
407,100003,15017.950525,0,4249.25247375,1259.16700125001,0,1190.23,7828.7,70457.7
408,100003,15019.050558,0,4249.1974721,-806.3380301,0,1552.89,7998.8,71989.4
409,100003,14903.947105,0,4254.95264475,-566.539749750009,0,1246.74,8016.39999999999,72147.5
410,100003,14914.947435,0,4254.40262825001,49.1599367500021,0,1352.89,7943.20000000001,71488.4
411,100004,14506.880252,0,4274.8559874,541.263760599992,0,844.5,7983.7,71852.8
412,100004,14513.880532,0,4274.5059734,229.9064946,0,794.707,8019.10000000001,72171.9
413,100003,14868.346037,0,4256.73269815,1368.16126484999,0,1635.66,7787.40000000001,70086.7
414,100026,6269.12955,0,4687.8435225,-845.242072499998,0,944.069,8897,80073.2
415,100026,6260.027184,24.4402,4687.0766308,888.784985200007,0,904.571,8726.10000000001,78535
416,100002,16104.922092,0,4194.8538954,296.654012600004,0,2764.87,7664,68976.7
417,100002,16112.32224,0,4194.483888,-144.466128000015,0,2769.86,7707,69362.8
418,100004,14380.375192,0,4281.1812404,537.067567599996,0,829.776,7997.5,71978.1
419,100004,14368.174704,0,4281.7912648,-19.4539688000223,0,706.888,8066.70000000001,72599.9
420,100011,9705.16745100001,0,4515.29162745,5725.76112154999,0,40.2798,8002.5,72022
421,100011,9702.86719800001,0,4515.4066401,5972.39346189999,0,24.4327,7979.59999999999,71816.3
422,100019,8631.439662,0,4569.3780169,-116.74467890001,0,319.427,8661.60000000001,77953.9
423,100019,8657.744659,0,4568.06276705,-1165.05942605002,0,505.952,8745.2,78707.1
424,100011,11391.452922,0,4430.9773539,-101.951275900006,0,113.421,8417.70000000001,75759.4
425,100011,11393.653164,0,4430.8673418,286.539394200008,0,81.7401,8381.8,75436.4
426,100007,12446.371185,0,4378.03144075,-827.172825749993,0,79.6702,8393,75537.1
427,100007,12460.272158,0,4377.3363921,-1196.0608501,0,96.9523,8426.8,75841.7
428,100004,14303.672124,0,4285.0163938,-829.653517800005,0,752.465,8149.3,73343.2
429,100004,14304.372152,0,4284.9813924,1175.6964556,0,637.05,7960.2,71641.7
430,100006,12969.27811,0,4351.8360945,-1051.4802045,0,176.866,8356,75203.5
431,100006,12971.878266,0,4351.7060867,-40.4213527000102,0,137.137,8258.59999999999,74327.1
432,100010,12125.41242,0,4394.229379,3127.540201,0,111.718,8025.10000000001,72226
433,100010,12123.71225,0,4394.3143875,703.950362499992,0,118.423,8266.90000000001,74402.7
434,100002,15886.217718,0,4205.7891141,-1293.0268321,0,3050.22,7815.2,70337.6
435,100002,15882.117636,0,4205.9941182,-859.271754200003,0,3076.16,7769.7,69927.3
436,100004,14563.482516,0,4272.0258742,-473.152390200004,0,670.344,8097.2,72874.1
437,100004,14574.682964,0,4271.4658518,-692.539815800017,0,425.791,8142.40000000001,73282.2
438,100005,13752.88761,0,4312.6056195,-1984.6062295,0,199.213,8372.5,75352.4
439,100005,13762.988115,0,4312.10059425,239.870290749997,0,324.641,8136.5,73228.9
440,100011,10727.979948,0,4464.1510026,2397.54364939999,0,24.2254,8239.70000000001,74157.4
441,100011,10699.876857,0,4465.55615715,3583.04718584999,0,54.6198,8120.79999999999,73087.1
442,100006,12642.558508,0,4368.1720746,-2622.25458260001,0,118.524,8549.89999999999,76949.1
443,100006,12639.058298,0,4368.3470851,-485.147383100004,0,212.842,8327.09999999999,74943.8
444,100007,12057.543969,0,4397.47280155,-1121.32287054999,0,42.5061,8463,76167.8
445,100007,12056.443892,0,4397.5278054,-3263.1976974,0,113.526,8670.3,78032.4
446,100016,9252.780208,0,4538.1609896,2539.83340240001,0,49.4254,8363.60000000001,75272.2
447,100016,9255.98072,0,4538.000964,1135.05411600001,0,58.0642,8502.9,76526
448,100005,13159.85796,0,4342.257102,787.33993799999,0,301.245,8141.40000000001,73272.9
449,100005,13154.25768,0,4342.537116,39.3202039999887,0,399.785,8206.90000000001,73862.2
450,100004,13759.55036,0,4312.222482,-605.150841999988,0,441.178,8209.59999999999,73886.6
451,100004,13752.950096,0,4312.5524952,-747.903591199996,0,474.401,8221.2,73990.8
452,100006,12475.24847,0,4376.5375765,531.624953499995,0,174.289,8244.8,74203.5
453,100006,12466.847966,0,4376.9576017,694.940332299986,0,75.4541,8239.2,74152.6
454,100007,11820.727393,0,4409.31363035,-913.441923350008,0,89.5009,8460.09999999999,76140.8
455,100007,11825.627736,0,4409.06861320001,791.454650799991,0,117.849,8286.3,74576.7
456,100007,11727.320855,0,4413.98395725,-127.152812250017,0,139.748,8385.3,75467.8
457,100008,12598.307784,0,4370.4846108,-544.5473948,0,144.555,8344,75095.2
458,100008,12610.908792,0,4369.8545604,-144.884152400016,0,86.9208,8308.5,74776.7
459,100004,14038.0615,0,4298.296925,-1193.34242500002,0,499.884,8236.10000000001,74125
460,100004,14035.261388,0,4298.4369306,-503.906318599999,0,492.508,8168.09999999999,73513.6
461,100004,13863.154504,0,4307.0422748,-337.750778800008,0,578.454,8159.3,73433.8
462,100004,13865.854612,0,4306.9072694,982.4771186,0,648.161,8020,72180.6
463,100010,11480.24791,0,4426.4876045,1076.4847855,0,56.6797,8297,74673.1
464,100010,11463.54624,0,4427.322688,598.842071999999,0,115.989,8340.5,75063.8
465,100004,13730.449196,0,4313.6775402,1147.23326379999,0,485.74,8032.7,72294.2
466,100014,9782.86941,0,4511.5565295,830.684160500008,0,57.6899,8483.09999999999,76348.1
467,100014,9788.970264,0,4511.2514868,396.557849199991,0,26.6204,8529.10000000001,76761.5
468,100008,12002.46012,0,4400.276994,-994.641113999998,0,111.004,8448.9,76040
469,100008,11984.858712,23.0128,4400.0064244,1215.56106359999,0,106.561,8227.8,74050.2
470,100010,10943.99429,0,4453.3002855,98.7125244999916,0,26.2929,8448.8,76038.9
471,100010,10943.19421,0,4453.3402895,1030.87750049999,0,44.288,8353.8,75184.5
472,100016,8399.043632,0,4580.8478184,1100.58234960001,0,33.5262,8590.2,77311.8
473,100016,8382.040912,0,4581.6979544,3614.41043359999,0,20.5507,8341.7,75075.6
474,100010,10539.0538,0,4473.54731,486.787989999983,0,37.8109,8447.3,76025.5
475,100010,10560.85598,0,4472.457201,-244.231881,0,38.2187,8518.2,76664.5
476,100008,11521.221624,0,4424.3389188,1762.87955720001,0,92.0599,8220.7,73986.8
477,100008,11520.821592,0,4424.3589204,-106.615712400002,0,52.0352,8411.7,75705.7
478,100019,7722.46699,0,4614.8266505,-1335.28394050001,0,29.3903,8898.8,80088.8
479,100019,7728.768187,0,4614.51159065,2090.78362234999,0,61.2366,8552.3,76971.4
480,100026,5488.826724,0,4726.8586638,217.776612200003,0,69.338,8952.39999999999,80570.8
481,100026,5493.227868,0,4726.6386066,2066.1779254,0,93.9556,8764.60000000001,78881.4
482,100010,10327.83268,0,4484.108366,1610.31325399999,0,48.8457,8353.89999999999,75185
483,100010,10322.23212,0,4484.388394,-1387.94681400001,0,24.3263,8656.7,77910.3
484,100010,10243.72427,0,4488.3137865,-1563.12515650001,0,15.8871,8682.59999999999,78142.6
485,100008,11213.797032,0,4439.7101484,-514.641180400009,0,110.134,8475.89999999999,76283.1
486,100008,11209.696704,0,4439.9151648,-2563.14476880002,0,88.5329,8683.3,78149.7
487,100014,8972.856024,0,4552.0571988,-1307.28162280002,0,60.2684,8773.60000000001,78962.5
488,100014,8972.455968,0,4552.07720160001,-1681.54846960001,0,29.0153,8814.2,79327.8
489,100033,3580.981334,0,4822.60093330001,297.838832699999,0,71.6789,9126,82133.9
490,100033,3593.985624,0,4821.9507188,-109.7171428,0,50.1808,9167.70000000001,82508.9
491,100016,7717.73464,0,4614.913268,-12.9544080000196,0,31.7065,8766.5,78898.1
492,100016,7721.535248,0,4614.7232376,945.471714400002,0,33.7698,8670.10000000001,78030.4
493,100008,11061.084816,0,4447.3457592,-204.164775200014,0,85.1342,8461.90000000001,76156.7
494,100008,11055.584376,0,4447.6207812,-1606.6802572,0,32.5751,8607.89999999999,77471
495,100016,7297.66743999999,0,4635.91662800001,-1595.003768,0,29.6197,8964.8,80683
496,100016,7298.267536,0,4635.8866232,-692.875559199994,0,44.8214,8873,79856.9
497,100011,9412.535265,0,4529.92323675,812.878998249987,0,33.1625,8522.2,76700.3
498,100011,9410.335023,0,4530.03324885,1308.59752815001,0,33.1342,8472.89999999999,76256
499,100019,6984.426789,0,4651.72866055001,-1279.54654954998,0,31.8911,8963.10000000001,80667.4
500,100019,6991.528138,0,4651.3735931,2424.6841689,0,18.7141,8593.2,77339.5
501,100014,8408.877078,0,4580.2561461,1322.04587590002,0,35.6209,8566.8,77100.4
502,100014,8398.075566,0,4580.7962217,680.3280123,0,20.5002,8633.40000000001,77700.9
503,100016,7165.946368,0,4642.5026816,565.200750399992,0,29.6502,8761.2,78851.5
504,100026,4852.061208,0,4758.6969396,-984.096747599993,0,21.4386,9137.79999999999,82240.1
505,100026,4857.562638,0,4758.4218681,-790.540706100001,0,40.6562,9116,82043.9
506,100014,8103.13428,0,4595.543286,-335.205266000004,0,31.4277,8761.90000000001,78857.2
507,100014,8112.535596,0,4595.0732202,-533.385816199996,0,47.877,8779.2,79012.7
508,100019,6487.132321,0,4676.59338395,-1161.64890494999,0,45.2232,8997.2,80974.5
509,100019,6470.929243,0,4677.40353785,-1176.60648085001,0,16.6737,9003,81027.6
510,100033,2916.262049,0,4855.83689755,926.732453449993,0,24.1686,9131,82179
511,100033,2912.560828,0,4856.0219586,-2589.1550866,0,26.3723,9482.7,85344.5
512,100019,6203.17838,0,4690.791081,-2286.25666099999,0,29.8872,9138.09999999999,82243.3
513,100019,6211.279919,0,4690.38600405001,2110.77537695,0,27.7587,8697.90000000001,78280.9
514,100026,4372.23648600001,0,4782.6881757,1227.95393829998,0,34.9214,8960.8,80647.4
515,100026,4376.337552,0,4782.48312240001,-1973.0760744,0,32.8554,9280.7,83526.7
516,100026,4081.160826,0,4797.24195870001,747.782415299997,0,42.0148,9035.7,81322.1
517,100026,4070.758122,0,4797.76209390001,-1625.7670159,0,37.3468,9274.59999999999,83471.3
518,100026,3961.829808,0,4803.2085096,177.811582399998,0,17.0501,9106.60000000001,81959.5
519,100033,2493.922723,25.4614,4875.68079385,1332.77898315,0,33.4561,9127.09999999999,82144.6
520,100033,2494.122789,0,4876.94386055,1535.19525044999,0,24.2381,9110.2,81992.3
521,100033,2354.676787,0,4883.91616065,-1376.67214765,0,31.1792,9414,84725.9
